id,time,y,median,piLower,piUpper,censored
17,70.2737,0.2369,0.257336,0.0158662,0.786735,0
17,73.9398,0.426,0.380897,0.0428468,0.928953,0
17,78.0993,0.6662,0.538667,0.104107,0.984633,0
17,85.9373,0.9195,0.795539,0.366636,0.998641,0
18,56.6316,0.2643,0.0336622,9.16718e-05,0.23403,0
18,59.3682,0.3497,0.0564566,0.0002715,0.301323,0
18,69.8355,0.787,0.260824,0.00888147,0.746394,0
18,76.1567,0.917,0.476502,0.056786,0.945682,0
18,80.071,0.95,0.627077,0.187748,0.984667,0
19,62.833,0.0235,0.091634,0.00104431,0.413605,0
19,73.2434,0.2088,0.37148,0.0345774,0.913935,0
19,73.7076,0.2044,0.391065,0.0389572,0.922177,0
19,77.0701,0.3202,0.510633,0.0887635,0.970448,0
19,80.3003,0.4895,0.645643,0.147508,0.990775,0
19,80.9309,0.5125,0.668157,0.157735,0.992402,0
19,84.1487,0.654,0.773604,0.284953,0.997015,0
19,87.145,0.7713,0.859372,0.409351,0.998838,0
20,64.6777,0.3187,0.124698,0.00479247,0.505084,0
20,67.2096,0.4081,0.181775,0.00914948,0.652629,0
20,68.4227,0.4453,0.213447,0.0120501,0.704668,0
20,74.4022,0.7146,0.414041,0.0576207,0.91636,0
20,75.547,0.7512,0.461979,0.0758551,0.940032,0
20,75.7106,0.7685,0.468055,0.0787632,0.942863,0
20,76.4163,0.7767,0.49167,0.091599,0.952731,0
21,51.0734,0.0211,0.0129635,2.39109e-05,0.168379,0
21,52.3582,0.0288,0.0159821,3.83169e-05,0.183954,0
21,58.797,0.0952,0.0467319,0.000438656,0.314792,0
21,68.8774,0.4003,0.210106,0.010234,0.732233,0
21,83.6733,0.9285,0.727712,0.281923,0.996232,0
21,85.8595,0.9521,0.798269,0.3629,0.998278,0
22,61.7136,0.1119,0.082892,0.000965992,0.386673,0
22,63.2807,0.1239,0.103172,0.00187058,0.448953,0
22,64.9711,0.1289,0.133173,0.00322581,0.520971,0
22,74.0311,0.2091,0.386779,0.0565339,0.920814,0
22,76.7606,0.2625,0.490006,0.12198,0.957134,0
23,54.691,0.0712,0.0253353,3.88538e-05,0.224602,0
23,56.2612,0.0678,0.0311209,6.36851e-05,0.247204,0
23,70.5836,0.3514,0.270459,0.00862191,0.783943,0
23,73.1736,0.4169,0.356356,0.0190814,0.881449,0
23,74.6048,0.4625,0.403131,0.0286031,0.911242,0
23,76.681,0.5565,0.484661,0.0539997,0.955744,0
23,77.1268,0.5346,0.503574,0.0593299,0.959288,0
23,80.3182,0.6725,0.637106,0.128115,0.985767,0
24,54.6413,0.0963,0.0268469,3.85554e-05,0.229579,0
24,56.2532,0.1082,0.0348108,7.15249e-05,0.257558,0
24,62.1812,0.1294,0.0853815,0.000702477,0.423622,0
24,71.6451,0.2164,0.304152,0.0181026,0.868947,0
24,73.215,0.2091,0.361325,0.0291872,0.904116,0
24,74.6373,0.2419,0.410671,0.0444079,0.929569,0
24,80.7801,0.2994,0.662615,0.177886,0.990352,0
25,57.4047,0.0318,0.0402498,0.000237934,0.254717,0
25,58.2862,0.0251,0.0463526,0.00031459,0.273934,0
25,68.0535,0.145,0.201821,0.00754203,0.695314,0
25,74.7004,0.2872,0.43272,0.0472439,0.933643,0
25,75.8701,0.3184,0.472547,0.0680174,0.953599,0
26,63.6912,-0.0063,0.11243,0.00122229,0.442474,0
26,66.2405,0.0291,0.154235,0.00307852,0.56206,0
26,66.3453,0.0194,0.156297,0.00316568,0.568597,0
26,71.5122,0.1093,0.308125,0.0136756,0.8106,0
26,71.9948,0.1451,0.324269,0.0158075,0.827897,0
26,73.2705,0.1919,0.366299,0.0224202,0.869075,0
27,62.6068,0.1606,0.079078,0.00114546,0.419512,0
27,67.0388,0.2532,0.155756,0.00527235,0.621675,0
27,73.5233,0.438,0.365287,0.0274197,0.870882,0
27,76.486,0.5425,0.476851,0.0757779,0.931968,0
27,83.9358,0.76,0.757989,0.293146,0.992619,0
28,63.8871,0.0728,0.11763,0.00195363,0.425982,0
28,64.3773,0.0625,0.126458,0.00249922,0.44582,0
28,68.5839,0.1565,0.227468,0.00797583,0.681399,0
28,78.5278,0.6748,0.584077,0.132958,0.967954,0
28,79.7071,0.71,0.626201,0.160148,0.978003,0
28,80.5319,0.7604,0.656258,0.180953,0.984354,0
29,57.1129,-0.0029,0.0356364,0.000100549,0.222318,0
29,61.9633,-0.004,0.0790313,0.000743194,0.358127,0
29,72.1024,0.0599,0.311879,0.0236191,0.820574,0
29,75.9882,0.1718,0.466561,0.0650742,0.937409,0
29,76.7789,0.1927,0.504928,0.0781842,0.948641,0
29,78.562,0.3135,0.576749,0.108216,0.969571,0
29,80.5583,0.4803,0.656404,0.160901,0.986079,0
29,81.691,0.559,0.696131,0.212036,0.990089,0
29,82.1761,0.6133,0.717545,0.228591,0.991428,0
30,57.1592,0.1048,0.0296267,0.000138189,0.254128,0
30,70.917,0.359,0.254845,0.0195016,0.717982,0
30,75.3897,0.506,0.422825,0.055651,0.868323,0
30,76.62,0.5367,0.462391,0.0710658,0.905125,0
30,78.1676,0.5848,0.522976,0.104217,0.941292,0
30,86.4372,0.7843,0.81878,0.419748,0.997074,0
30,90.4798,0.8501,0.898933,0.547556,0.999513,0
31,62.036,0.1937,0.0750388,0.000629221,0.384688,0
31,63.719,0.2563,0.0966819,0.00138941,0.44991,0
31,66.3553,0.4304,0.147116,0.0032735,0.591755,0
31,73.7971,0.8857,0.367882,0.0335633,0.926077,0
31,81.2349,0.9729,0.669708,0.195902,0.994493,0
32,54.7313,0.0139,0.0257879,5.98143e-05,0.199102,0
32,60.255,-0.0049,0.0626209,0.000393135,0.339931,0
32,65.3019,0.0654,0.136062,0.00212684,0.531548,0
32,72.7564,0.3192,0.352346,0.0246574,0.869031,0
32,82.4763,0.8486,0.708776,0.233006,0.98862,0
33,54.6755,0.0179,0.0204176,2.80701e-05,0.217867,0
33,58.4757,0.0552,0.0445884,0.000137366,0.291004,0
33,64.1541,0.1122,0.117379,0.00121505,0.474717,0
33,70.7078,0.2169,0.2806,0.0102756,0.794815,0
33,71.7117,0.2555,0.310879,0.0148899,0.830836,0
34,61.3377,0.1131,0.0708513,0.000877817,0.33034,0
34,62.1321,0.1476,0.0810284,0.00122507,0.360279,0
34,63.2363,0.1687,0.0958617,0.001894,0.408784,0
34,63.3074,0.1702,0.0972531,0.00194222,0.412438,0
34,63.5834,0.1836,0.103298,0.00217602,0.42671,0
34,68.3906,0.3718,0.211652,0.00820917,0.662961,0
34,69.958,0.4641,0.264732,0.0128066,0.731064,0
34,76.2802,0.7391,0.469525,0.0723121,0.919253,0
34,80.2233,0.8819,0.627014,0.176061,0.979577,0
35,64.1758,0.0694,0.119221,0.00349018,0.449736,0
35,64.6747,0.0617,0.128319,0.00416892,0.472353,0
35,65.6097,0.0877,0.155151,0.00570866,0.506626,0
35,69.3934,0.1592,0.255248,0.0167361,0.689511,0
35,69.4849,0.1622,0.257747,0.017116,0.692691,0
35,70.3119,0.1616,0.284787,0.0220361,0.732203,0
35,71.0044,0.2013,0.311741,0.0278571,0.75507,0
35,75.292,0.3856,0.465005,0.06471,0.900564,0
35,75.5962,0.3938,0.474769,0.0677693,0.907964,0
36,60.1102,0.0896,0.0534571,0.000358516,0.315657,0
36,61.4273,0.1101,0.0648137,0.000611134,0.369474,0
36,62.6809,0.159,0.0780188,0.00102759,0.403508,0
36,68.1424,0.2878,0.182188,0.00625183,0.639698,0
36,82.5706,0.8345,0.723181,0.232234,0.991093,0
37,66.2346,0.36,0.150751,0.00216977,0.49695,0
37,67.0624,0.3906,0.166556,0.00290997,0.544475,0
37,69.0659,0.4395,0.220739,0.00662549,0.650115,0
37,70.2577,0.4688,0.255095,0.0101842,0.704877,0
37,70.7408,0.4968,0.265871,0.0115441,0.718124,0
37,71.4612,0.5186,0.287207,0.0140242,0.747145,0
37,74.6283,0.6206,0.403193,0.0356471,0.852272,0
37,78.3845,0.7224,0.551742,0.0973655,0.936363,0
38,51.2068,-0.0328,0.0126256,2.44906e-05,0.164227,0
38,61.7253,0.0676,0.0777377,0.000916882,0.411358,0
38,76.1051,0.8914,0.463064,0.0682998,0.927581,0
38,77.238,0.9262,0.510874,0.0900996,0.947028,0
38,82.1112,0.9735,0.704879,0.224338,0.988798,0
39,60.611,0.0457,0.070421,0.000277964,0.325436,0
39,65.446,0.1239,0.152324,0.00177729,0.517458,0
39,66.6121,0.1311,0.179794,0.00265347,0.561247,0
39,68.8399,0.1831,0.240618,0.00575014,0.667094,0
39,84.5322,0.753,0.795756,0.310659,0.996198,0
40,61.5463,0.1398,0.070407,0.000847891,0.405676,0
40,62.7828,0.1672,0.0841188,0.00128438,0.452693,0
40,65.3569,0.3129,0.134735,0.002778,0.572611,0
40,66.0503,0.3749,0.148495,0.00335442,0.60276,0
40,66.5093,0.4007,0.161966,0.00380013,0.635453,0
40,71.8283,0.8023,0.312898,0.0161905,0.898422,0
40,77.3756,0.9652,0.5056,0.0919481,0.978453,0
40,79.2467,0.9956,0.58665,0.138654,0.987213,0
40,80.1753,0.9689,0.628276,0.160473,0.990562,0
41,64.5653,0.168,0.113651,0.00172314,0.478732,0
41,68.0011,0.2489,0.188173,0.00551009,0.637796,0
41,69.035,0.2743,0.216621,0.00794058,0.685148,0
41,69.8162,0.2947,0.241502,0.0106484,0.708709,0
41,70.0645,0.3029,0.249359,0.0121558,0.714443,0
41,78.2238,0.5478,0.549291,0.107357,0.942704,0
42,67.1419,0.1412,0.163949,0.00519415,0.620158,0
42,67.7024,0.154,0.174434,0.00619247,0.643366,0
42,68.7636,0.2364,0.205695,0.00902913,0.689468,0
42,72.9252,0.6763,0.344054,0.0307465,0.861404,0
42,76.4607,0.8854,0.467747,0.0774761,0.936668,0
42,76.646,0.911,0.473454,0.0815018,0.94115,0
42,77.9738,0.9731,0.526736,0.114882,0.9597,0
43,62.5526,0.0427,0.0704678,0.000842563,0.41367,0
43,62.5549,0.0222,0.0704856,0.00084325,0.413812,0
43,63.3492,0.0278,0.0818688,0.00111834,0.437204,0
43,69.1289,0.1786,0.218153,0.00743492,0.720863,0
43,75.1242,0.5368,0.431419,0.0433833,0.916872,0
43,75.9908,0.5923,0.460344,0.0512202,0.934829,0
44,64.3989,0.4906,0.114676,0.00195382,0.461333,0
44,65.1542,0.5252,0.129005,0.00264497,0.484068,0
44,66.1913,0.5902,0.148566,0.00386749,0.543818,0
44,66.6634,0.6108,0.158897,0.00435088,0.564193,0
44,68.6747,0.7115,0.208886,0.00758149,0.656513,0
44,68.7688,0.6952,0.211586,0.00774137,0.661466,0
44,71.7225,0.8094,0.313587,0.0187055,0.821795,0
44,75.1891,0.8845,0.425467,0.0424999,0.93121,0
45,57.0736,0.0182,0.0364876,0.000115911,0.311192,0
45,60.638,0.0092,0.0668649,0.000414444,0.398152,0
45,61.4052,0.0251,0.0756614,0.000540023,0.416493,0
45,62.2177,0.0442,0.0888862,0.000695012,0.451667,0
45,73.5011,0.4463,0.356018,0.0279682,0.876646,0
45,73.5082,0.4559,0.356164,0.0280268,0.876813,0
45,82.0477,0.9252,0.688464,0.214909,0.98848,0
45,83.7841,0.9304,0.747531,0.280748,0.994156,0
45,87.3126,0.9774,0.841109,0.380905,0.997689,0
46,57.6407,0.0598,0.0393336,0.000103688,0.249503,0
46,61.1904,0.1037,0.0735617,0.000591648,0.344634,0
46,65.6475,0.2064,0.14185,0.00276462,0.546281,0
46,70.5736,0.4523,0.274344,0.012476,0.809582,0
46,72.5139,0.5416,0.33411,0.0227178,0.889058,0
46,75.5107,0.6887,0.447191,0.0604666,0.947801,0
46,76.395,0.7315,0.480998,0.0742595,0.958779,0
46,82.2741,0.9022,0.710061,0.264226,0.995008,0
46,82.3983,0.9083,0.713989,0.268125,0.995231,0
47,62.2341,0.0261,0.0681012,0.00101286,0.399499,0
47,68.4423,0.1852,0.180351,0.00780142,0.695488,0
47,69.5485,0.1896,0.213484,0.0107481,0.749374,0
47,70.2846,0.2415,0.241266,0.0131658,0.777368,0
47,71.2773,0.3082,0.275052,0.0167399,0.814824,0
47,73.1412,0.433,0.334292,0.0358639,0.884968,0
47,73.5105,0.4465,0.348419,0.0406938,0.894341,0
47,77.4131,0.7082,0.493955,0.113341,0.966454,0
47,79.2595,0.7851,0.579735,0.16463,0.980311,0
48,53.5577,0.0137,0.0206728,9.2329e-05,0.174749,0
48,61.8752,0.0721,0.0790281,0.0011915,0.388773,0
48,62.568,0.0916,0.0903293,0.00145982,0.42588,0
48,64.5162,0.1016,0.1229,0.00258433,0.533203,0
48,70.9389,0.1813,0.287723,0.019373,0.821207,0
48,73.7828,0.2573,0.390343,0.0465584,0.916196,0
48,73.9495,0.2599,0.39535,0.0482388,0.91925,0
48,78.7994,0.4064,0.570155,0.141316,0.97105,0
48,89.048,0.7075,0.880419,0.45523,0.99912,0
49,62.2489,0.0127,0.0893824,0.000889614,0.428013,0
49,63.162,0.0204,0.103045,0.00125053,0.466468,0
49,64.3557,0.0192,0.122711,0.001985,0.513956,0
49,74.25,0.2552,0.386729,0.0463638,0.880523,0
49,75.5128,0.3215,0.432891,0.0596018,0.909479,0
50,56.3275,-0.0145,0.0284799,3.1481e-05,0.226415,0
50,67.2152,0.1039,0.163759,0.00346369,0.577533,0
50,67.5316,0.1164,0.173462,0.00399356,0.596311,0
50,69.7577,0.1852,0.229484,0.00836999,0.720922,0
50,78.1626,0.7807,0.542268,0.093713,0.964277,0
50,81.202,0.9041,0.658572,0.167523,0.986089,0
50,81.3398,0.9231,0.663103,0.173059,0.98683,0
50,81.7317,0.9005,0.679766,0.1897,0.988707,0
51,61.1183,0.0969,0.0678195,0.000596768,0.318689,0
51,61.2843,0.0926,0.0699264,0.000661715,0.322208,0
51,61.5441,0.1123,0.0722673,0.000747823,0.329536,0
51,68.1819,0.2734,0.191786,0.00691812,0.599774,0
51,72.4649,0.4679,0.338098,0.0240889,0.782478,0
51,73.4154,0.5196,0.374937,0.0296505,0.818053,0
51,73.5346,0.5305,0.379435,0.0313703,0.821783,0
51,75.8157,0.6345,0.455922,0.0601207,0.8902,0
51,78.7789,0.777,0.576191,0.114468,0.946403,0
52,64.0325,0.1505,0.110227,0.00117671,0.471745,0
52,65.6663,0.2586,0.146417,0.00206153,0.545241,0
52,65.9747,0.2615,0.15307,0.00237041,0.562379,0
52,71.9892,0.656,0.316,0.015127,0.839455,0
52,72.3167,0.6547,0.329693,0.01653,0.849631,0
52,77.2403,0.8825,0.516003,0.0858832,0.95525,0
52,77.67,0.8816,0.53306,0.0945416,0.960163,0
52,77.9652,0.8982,0.546875,0.099887,0.96268,0
53,50.863,0.0115,0.0121576,7.75745e-06,0.149267,0
53,72.4709,0.6553,0.34775,0.0275259,0.867764,0
53,74.1743,0.7607,0.405175,0.0487727,0.899758,0
53,84.0424,0.9696,0.774287,0.306866,0.994987,0
53,92.7074,1.0116,0.946355,0.581848,0.999665,0
54,53.4749,0.0264,0.0199025,4.92444e-05,0.198283,0
54,57.1469,0.0043,0.0399381,0.000209356,0.263587,0
54,61.5423,0.047,0.0833823,0.000967656,0.366956,0
54,62.7647,0.0607,0.102668,0.00147509,0.430684,0
54,66.155,0.0922,0.170973,0.0056754,0.61088,0
54,71.8923,0.2376,0.334641,0.0281702,0.855145,0
54,77.9292,0.4605,0.558649,0.126097,0.973575,0
54,82.4695,0.6329,0.730752,0.265965,0.993255,0
55,64.3088,0.333,0.127687,0.00157862,0.490249,0
55,65.3305,0.4323,0.144545,0.0023075,0.532636,0
55,66.0972,0.4915,0.162897,0.00293319,0.571707,0
55,66.7042,0.5486,0.176431,0.00354663,0.600816,0
55,69.4329,0.7423,0.243614,0.00849968,0.715548,0
55,70.8872,0.8175,0.291529,0.0128163,0.761169,0
55,71.3452,0.8547,0.301603,0.0145478,0.784675,0
55,72.004,0.8852,0.324312,0.0174517,0.808014,0
56,46.4289,0.0044,0.00654301,1.1307e-06,0.0975397,0
56,47.3922,-0.0183,0.00785885,1.645e-06,0.1037,0
56,52.2868,-0.0229,0.0175783,1.27939e-05,0.151392,0
56,54.7875,-0.0234,0.0263046,3.89114e-05,0.192128,0
56,66.5583,0.0843,0.165619,0.00272766,0.535872,0
56,82.7326,0.9146,0.721998,0.280818,0.993786,0
56,83.6483,0.9332,0.751217,0.305096,0.995294,0
57,59.0079,0.0608,0.0420749,0.000287693,0.271392,0
57,59.5673,0.0374,0.0456109,0.000351273,0.283699,0
57,65.3809,0.122,0.125021,0.00248726,0.541242,0
57,70.6747,0.2845,0.253175,0.0137816,0.7886,0
57,77.2959,0.5761,0.489272,0.0807145,0.960986,0
57,78.8149,0.6573,0.548247,0.112599,0.974836,0
58,54.357,0.1704,0.0204213,0.00013702,0.224024,0
58,58.6384,0.2232,0.041911,0.000517372,0.299887,0
58,59.8761,0.2357,0.0521278,0.000778351,0.329485,0
58,70.1258,0.4938,0.249821,0.0169175,0.738871,0
58,80.1699,0.7408,0.599979,0.158869,0.981845,0
59,56.0321,0.0044,0.0304648,0.000107461,0.259255,0
59,61.1283,0.0176,0.0731698,0.000638495,0.418925,0
59,65.4517,0.0267,0.136932,0.00279556,0.614104,0
59,66.4141,0.0303,0.158811,0.00367655,0.642917,0
59,67.7887,0.0543,0.192251,0.00601602,0.715621,0
59,70.1849,0.0792,0.255356,0.0139004,0.823918,0
59,76.3153,0.2407,0.47878,0.0824166,0.961674,0
59,86.0465,0.692,0.837915,0.389142,0.998901,0
60,57.4361,-0.0032,0.031345,0.000166171,0.247363,0
60,57.7127,0.0161,0.032649,0.000180012,0.253134,0
60,64.6383,0.0256,0.10981,0.00262219,0.504798,0
60,66.0104,0.0479,0.136294,0.00431331,0.550184,0
60,70.8948,0.2033,0.281417,0.0172752,0.777194,0
60,81.0373,0.895,0.671788,0.19174,0.98691,0
61,62.2749,0.193,0.0852548,0.000893601,0.451627,0
61,62.6123,0.2113,0.0885239,0.00100159,0.463492,0
61,65.0726,0.3739,0.131717,0.00279518,0.551577,0
61,65.2988,0.3735,0.136718,0.00299701,0.563429,0
61,65.657,0.4123,0.145543,0.00334724,0.576798,0
61,66.0263,0.4435,0.15546,0.00374699,0.58909,0
61,67.4546,0.5565,0.190405,0.00585601,0.651772,0
61,78.3714,0.9681,0.58298,0.116004,0.976707,0
62,57.5762,-0.0059,0.0372675,0.000480363,0.257684,0
62,66.0574,-0.0073,0.152626,0.00689927,0.5189,0
62,67.0221,0.0022,0.177946,0.00907672,0.55028,0
62,67.7839,0.0205,0.199957,0.011112,0.582745,0
62,70.3028,-0.0018,0.275852,0.0197225,0.705671,0
62,80.8999,0.2111,0.67092,0.205788,0.983092,0
62,83.5297,0.4567,0.756743,0.291289,0.993543,0
62,86.8423,0.7499,0.839956,0.400714,0.997574,0
63,57.0223,0.1474,0.0383697,0.000130221,0.24535,0
63,71.0341,0.4027,0.27788,0.0116789,0.773372,0
63,71.1195,0.4217,0.281081,0.0119877,0.776257,0
63,76.5531,0.5419,0.485698,0.0652555,0.925988,0
63,85.4669,0.7281,0.821283,0.347125,0.995202,0
63,86.4944,0.7553,0.846322,0.394103,0.996397,0
64,56.1765,0.0347,0.0288554,0.000120347,0.215945,0
64,58.1777,0.0153,0.0412914,0.000221134,0.264155,0
64,60.5211,0.0425,0.0633689,0.000457582,0.319959,0
64,63.561,0.0686,0.0999857,0.00137832,0.436049,0
64,65.3138,0.1055,0.133397,0.0025475,0.504596,0
64,68.9949,0.1741,0.231829,0.009073,0.692441,0
64,72.5789,0.2903,0.3407,0.0267978,0.850665,0
64,82.1756,0.7209,0.722909,0.219473,0.983846,0
65,62.5418,0.0307,0.0787977,0.000647004,0.370448,0
65,69.4193,0.0623,0.212028,0.0107356,0.717314,0
65,70.5696,0.0622,0.242109,0.0147986,0.765444,0
65,71.8662,0.0815,0.294045,0.0195943,0.818804,0
65,72.3106,0.0963,0.307984,0.0225844,0.831098,0
65,75.8884,0.167,0.443,0.0643242,0.932051,0
65,78.3243,0.2611,0.548651,0.113393,0.966747,0
65,83.4611,0.4545,0.744277,0.259192,0.993903,0
65,86.5629,0.6104,0.833663,0.347222,0.997807,0
66,58.9437,0.0145,0.0464883,0.000327326,0.291302,0
66,63.5537,0.0318,0.101967,0.00150043,0.512776,0
66,66.8192,0.0725,0.159815,0.00595407,0.668348,0
66,75.2655,0.5968,0.432947,0.0587516,0.959731,0
66,80.1404,0.8597,0.631543,0.168506,0.991366,0
66,80.439,0.8848,0.640913,0.178366,0.99246,0
66,84.4864,0.9824,0.78775,0.325368,0.997981,0
66,84.7313,0.9646,0.795618,0.333882,0.998155,0
66,86.2131,0.979,0.832652,0.400955,0.999071,0
