Id,Time,y,d,b
39,41,471.59786,11.22255,2.83198
39,46,510.29515,11.22255,2.83198
40,1,15.71599,8.88297,1.84658
40,6,59.60103,8.88297,1.84658
40,11,103.7764,8.88297,1.84658
40,16,141.1544,8.88297,1.84658
40,21,192.42949,8.88297,1.84658
40,26,230.25058,8.88297,1.84658
40,31,284.76561,8.88297,1.84658
40,36,324.60547,8.88297,1.84658
40,41,368.61448,8.88297,1.84658
40,46,395.99221,8.88297,1.84658
41,1,9.61906,10.44566,2.99458
41,6,69.97191,10.44566,2.99458
41,11,118.11871,10.44566,2.99458
41,16,170.86359,10.44566,2.99458
41,21,216.96699,10.44566,2.99458
41,26,274.12537,10.44566,2.99458
41,31,325.70162,10.44566,2.99458
41,36,379.78655,10.44566,2.99458
41,41,432.02812,10.44566,2.99458
41,46,486.20822,10.44566,2.99458
42,1,19.34132,10.43033,-0.52847
42,6,58.92906,10.43033,-0.52847
42,11,112.83988,10.43033,-0.52847
42,16,172.37897,10.43033,-0.52847
42,21,220.10637,10.43033,-0.52847
42,26,266.02606,10.43033,-0.52847
42,31,335.66001,10.43033,-0.52847
42,36,379.81852,10.43033,-0.52847
42,41,420.54591,10.43033,-0.52847
42,46,482.12801,10.43033,-0.52847
43,1,10.74244,9.68755,4.77578
43,6,68.01396,9.68755,4.77578
43,11,109.92658,9.68755,4.77578
43,16,152.42365,9.68755,4.77578
43,21,210.90769,9.68755,4.77578
43,26,260.01434,9.68755,4.77578
43,31,309.27778,9.68755,4.77578
43,36,355.91483,9.68755,4.77578
43,41,407.23033,9.68755,4.77578
43,46,445.77648,9.68755,4.77578
44,1,10.21247,10.51129,-0.48836
44,6,63.2359,10.51129,-0.48836
44,11,121.95606,10.51129,-0.48836
44,16,164.49135,10.51129,-0.48836
44,21,221.10229,10.51129,-0.48836
44,26,280.75114,10.51129,-0.48836
44,31,331.61196,10.51129,-0.48836
44,36,374.28974,10.51129,-0.48836
44,41,435.43664,10.51129,-0.48836
44,46,478.48254,10.51129,-0.48836
45,1,13.83922,10.06565,1.07581
45,6,66.87488,10.06565,1.07581
45,11,117.73476,10.06565,1.07581
45,16,163.0967,10.06565,1.07581
45,21,205.67123,10.06565,1.07581
45,26,271.99499,10.06565,1.07581
45,31,303.94724,10.06565,1.07581
45,36,371.88011,10.06565,1.07581
45,41,414.54321,10.06565,1.07581
45,46,460.32456,10.06565,1.07581
46,1,19.40257,10.54051,2.0791
46,6,60.8067,10.54051,2.0791
46,11,124.08401,10.54051,2.0791
46,16,168.53812,10.54051,2.0791
46,21,222.48573,10.54051,2.0791
46,26,273.82475,10.54051,2.0791
46,31,327.82387,10.54051,2.0791
46,36,372.43088,10.54051,2.0791
46,41,436.37918,10.54051,2.0791
46,46,502.34164,10.54051,2.0791
47,1,9.68251,9.54845,3.71318
47,6,60.55997,9.54845,3.71318
47,11,104.61407,9.54845,3.71318
47,16,152.97701,9.54845,3.71318
47,21,201.17774,9.54845,3.71318
47,26,248.55233,9.54845,3.71318
47,31,302.80341,9.54845,3.71318
47,36,342.02096,9.54845,3.71318
47,41,399.17357,9.54845,3.71318
47,46,446.58824,9.54845,3.71318
48,1,11.09767,9.95561,-0.43165
48,6,69.59634,9.95561,-0.43165
48,11,111.15614,9.95561,-0.43165
48,16,157.59426,9.95561,-0.43165
48,21,208.04128,9.95561,-0.43165
48,26,248.30081,9.95561,-0.43165
48,31,306.84905,9.95561,-0.43165
48,36,347.34142,9.95561,-0.43165
48,41,406.58409,9.95561,-0.43165
48,46,452.99613,9.95561,-0.43165
49,1,10.24293,11.02943,1.62949
49,6,64.91995,11.02943,1.62949
49,11,126.31497,11.02943,1.62949
49,16,168.47,11.02943,1.62949
49,21,231.08081,11.02943,1.62949
49,26,287.97041,11.02943,1.62949
49,31,346.98457,11.02943,1.62949
49,36,395.00958,11.02943,1.62949
49,41,452.31328,11.02943,1.62949
49,46,501.21305,11.02943,1.62949
50,1,-2.54875,9.71139,0.03361
50,6,55.71432,9.71139,0.03361
50,11,104.08971,9.71139,0.03361
50,16,153.7324,9.71139,0.03361
50,21,206.13207,9.71139,0.03361
50,26,250.13724,9.71139,0.03361
50,31,303.09954,9.71139,0.03361
50,36,358.22065,9.71139,0.03361
50,41,391.29125,9.71139,0.03361
50,46,447.49734,9.71139,0.03361
51,1,11.93082,9.74124,-3.9175
51,6,48.08782,9.74124,-3.9175
51,11,102.89106,9.74124,-3.9175
51,16,150.30522,9.74124,-3.9175
51,21,209.46441,9.74124,-3.9175
51,26,249.15414,9.74124,-3.9175
51,31,292.4929,9.74124,-3.9175
51,36,342.93079,9.74124,-3.9175
51,41,394.61753,9.74124,-3.9175
51,46,454.26562,9.74124,-3.9175
52,1,6.58976,9.35579,3.44283
52,6,53.37189,9.35579,3.44283
52,11,112.98075,9.35579,3.44283
52,16,151.40074,9.35579,3.44283
52,21,203.6471,9.35579,3.44283
52,26,251.81311,9.35579,3.44283
52,31,290.28252,9.35579,3.44283
52,36,334.29631,9.35579,3.44283
52,41,388.81789,9.35579,3.44283
52,46,436.82594,9.35579,3.44283
53,1,8.95344,9.37943,-1.48354
53,6,61.69287,9.37943,-1.48354
53,11,97.62428,9.37943,-1.48354
53,16,147.35761,9.37943,-1.48354
53,21,188.28494,9.37943,-1.48354
53,26,241.92793,9.37943,-1.48354
53,31,295.928,9.37943,-1.48354
53,36,338.8248,9.37943,-1.48354
53,41,389.81861,9.37943,-1.48354
53,46,436.29557,9.37943,-1.48354
54,1,15.84268,10.68998,1.42302
54,6,66.98275,10.68998,1.42302
54,11,118.88913,10.68998,1.42302
54,16,181.669,10.68998,1.42302
54,21,224.49138,10.68998,1.42302
54,26,284.30504,10.68998,1.42302
54,31,333.45304,10.68998,1.42302
54,36,386.38207,10.68998,1.42302
54,41,443.73485,10.68998,1.42302
54,46,489.09908,10.68998,1.42302
55,1,8.83105,10.14198,2.49187
55,6,52.32462,10.14198,2.49187
55,11,110.0858,10.14198,2.49187
55,16,166.73599,10.14198,2.49187
55,21,216.26485,10.14198,2.49187
55,26,262.93972,10.14198,2.49187
55,31,313.06871,10.14198,2.49187
55,36,364.66179,10.14198,2.49187
55,41,420.03708,10.14198,2.49187
55,46,463.19861,10.14198,2.49187
56,1,9.65653,8.89808,-0.52112
56,6,56.39341,8.89808,-0.52112
56,11,99.47584,8.89808,-0.52112
56,16,138.1243,8.89808,-0.52112
56,21,180.80015,8.89808,-0.52112
56,26,245.51316,8.89808,-0.52112
56,31,272.19813,8.89808,-0.52112
56,36,321.90192,8.89808,-0.52112
56,41,369.02797,8.89808,-0.52112
56,46,409.40976,8.89808,-0.52112
57,1,12.30302,10.3526,1.51183
57,6,66.97609,10.3526,1.51183
57,11,109.83006,10.3526,1.51183
57,16,170.49585,10.3526,1.51183
57,21,226.65611,10.3526,1.51183
57,26,260.93192,10.3526,1.51183
57,31,317.80782,10.3526,1.51183
57,36,382.76663,10.3526,1.51183
57,41,431.72713,10.3526,1.51183
57,46,474.66784,10.3526,1.51183
58,1,-0.54561,10.33487,1.17544
58,6,74.65609,10.33487,1.17544
58,11,117.97569,10.33487,1.17544
58,16,168.86702,10.33487,1.17544
58,21,217.75134,10.33487,1.17544
58,26,264.40861,10.33487,1.17544
58,31,318.89479,10.33487,1.17544
58,36,375.62608,10.33487,1.17544
58,41,426.9648,10.33487,1.17544
58,46,481.2045,10.33487,1.17544
59,1,3.56777,11.14715,-3.82236
59,6,59.50745,11.14715,-3.82236
59,11,120.56257,11.14715,-3.82236
59,16,166.45161,11.14715,-3.82236
59,21,228.73616,11.14715,-3.82236
59,26,284.33513,11.14715,-3.82236
59,31,333.33513,11.14715,-3.82236
59,36,408.03022,11.14715,-3.82236
59,41,455.27415,11.14715,-3.82236
59,46,511.58996,11.14715,-3.82236
60,1,6.46405,9.64469,-0.50281
60,6,62.92292,9.64469,-0.50281
60,11,109.62674,9.64469,-0.50281
60,16,153.92149,9.64469,-0.50281
60,21,202.51848,9.64469,-0.50281
60,26,251.08339,9.64469,-0.50281
60,31,292.53322,9.64469,-0.50281
60,36,355.51569,9.64469,-0.50281
60,41,399.6756,9.64469,-0.50281
60,46,440.04896,9.64469,-0.50281
61,1,4.87124,10.55576,-0.07114
61,6,63.70341,10.55576,-0.07114
61,11,112.70893,10.55576,-0.07114
61,16,173.9888,10.55576,-0.07114
61,21,219.40608,10.55576,-0.07114
61,26,272.54688,10.55576,-0.07114
61,31,325.50466,10.55576,-0.07114
61,36,384.1834,10.55576,-0.07114
61,41,436.66002,10.55576,-0.07114
61,46,491.74693,10.55576,-0.07114
62,1,8.60814,10.044,-1.24535
62,6,51.15196,10.044,-1.24535
62,11,111.58967,10.044,-1.24535
62,16,168.45818,10.044,-1.24535
62,21,202.10992,10.044,-1.24535
62,26,254.73045,10.044,-1.24535
62,31,314.33593,10.044,-1.24535
62,36,361.49263,10.044,-1.24535
62,41,411.82189,10.044,-1.24535
62,46,458.77208,10.044,-1.24535
63,1,17.30891,9.21333,0.9238
63,6,56.63469,9.21333,0.9238
63,11,100.05186,9.21333,0.9238
63,16,151.10027,9.21333,0.9238
63,21,190.72732,9.21333,0.9238
63,26,236.28206,9.21333,0.9238
63,31,287.28985,9.21333,0.9238
63,36,330.74361,9.21333,0.9238
63,41,371.96646,9.21333,0.9238
63,46,425.93767,9.21333,0.9238
64,1,8.98542,10.04309,3.86871
64,6,59.95315,10.04309,3.86871
64,11,105.92278,10.04309,3.86871
64,16,155.67866,10.04309,3.86871
64,21,211.38364,10.04309,3.86871
64,26,272.5232,10.04309,3.86871
64,31,318.06788,10.04309,3.86871
64,36,362.21986,10.04309,3.86871
64,41,419.35171,10.04309,3.86871
64,46,471.56317,10.04309,3.86871
65,1,6.91925,9.58259,-0.97055
65,6,60.90024,9.58259,-0.97055
65,11,97.52786,9.58259,-0.97055
65,16,162.01809,9.58259,-0.97055
65,21,191.63293,9.58259,-0.97055
65,26,256.65373,9.58259,-0.97055
65,31,287.65572,9.58259,-0.97055
65,36,338.31482,9.58259,-0.97055
65,41,389.2568,9.58259,-0.97055
65,46,433.58191,9.58259,-0.97055
66,1,6.99214,10.43752,0.32289
66,6,67.40301,10.43752,0.32289
66,11,120.8071,10.43752,0.32289
66,16,162.36615,10.43752,0.32289
66,21,217.31291,10.43752,0.32289
66,26,269.87442,10.43752,0.32289
66,31,327.60778,10.43752,0.32289
66,36,368.24363,10.43752,0.32289
66,41,424.95414,10.43752,0.32289
66,46,479.70937,10.43752,0.32289
67,1,9.54328,10.4455,-0.50731
67,6,61.25547,10.4455,-0.50731
67,11,120.13836,10.4455,-0.50731
67,16,165.20879,10.4455,-0.50731
67,21,215.04508,10.4455,-0.50731
67,26,276.88574,10.4455,-0.50731
67,31,314.89838,10.4455,-0.50731
67,36,370.75269,10.4455,-0.50731
67,41,426.4309,10.4455,-0.50731
67,46,477.32441,10.4455,-0.50731
68,1,13.32085,9.90898,0.84204
68,6,50.59778,9.90898,0.84204
68,11,109.99462,9.90898,0.84204
68,16,156.58663,9.90898,0.84204
68,21,206.87301,9.90898,0.84204
68,26,255.43486,9.90898,0.84204
68,31,308.14298,9.90898,0.84204
68,36,365.54906,9.90898,0.84204
68,41,404.68992,9.90898,0.84204
68,46,461.61039,9.90898,0.84204
69,1,11.78142,9.03019,2.02793
69,6,64.43466,9.03019,2.02793
69,11,95.69629,9.03019,2.02793
69,16,144.5524,9.03019,2.02793
69,21,199.11442,9.03019,2.02793
69,26,229.18074,9.03019,2.02793
69,31,283.89875,9.03019,2.02793
69,36,327.73736,9.03019,2.02793
69,41,366.03791,9.03019,2.02793
69,46,424.88411,9.03019,2.02793
70,1,9.10539,10.82256,1.28932
70,6,72.43696,10.82256,1.28932
70,11,126.10083,10.82256,1.28932
70,16,174.77591,10.82256,1.28932
70,21,233.41162,10.82256,1.28932
70,26,273.53578,10.82256,1.28932
70,31,336.80681,10.82256,1.28932
70,36,392.22512,10.82256,1.28932
70,41,450.19051,10.82256,1.28932
70,46,490.44549,10.82256,1.28932
71,1,12.56441,10.62123,-0.20259
71,6,57.80027,10.62123,-0.20259
71,11,115.54794,10.62123,-0.20259
71,16,164.54889,10.62123,-0.20259
71,21,221.22532,10.62123,-0.20259
71,26,271.9496,10.62123,-0.20259
71,31,324.1192,10.62123,-0.20259
71,36,378.51198,10.62123,-0.20259
71,41,423.82501,10.62123,-0.20259
71,46,495.14215,10.62123,-0.20259
72,1,-2.36186,9.42755,1.85831
72,6,53.33729,9.42755,1.85831
72,11,112.99015,9.42755,1.85831
72,16,151.45717,9.42755,1.85831
72,21,194.80961,9.42755,1.85831
72,26,253.75094,9.42755,1.85831
72,31,290.4588,9.42755,1.85831
72,36,343.07428,9.42755,1.85831
72,41,387.87385,9.42755,1.85831
72,46,438.95519,9.42755,1.85831
73,1,5.03031,9.49137,-4.45909
